head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action
,,,,,,,,,,,,,
"['240.0', '126.66666666666666', '1']","['227.33333333333331', '138.66666666666666', '1']","['254.0', '137.33333333333331', '1']","['212.66666666666666', '102.66666666666666', '1']","['268.66666666666663', '104.0', '1']","['210.0', '60.0', '1']","['265.3333333333333', '60.0', '1']","['214.66666666666666', '244.0', '1']","['260.66666666666663', '243.33333333333331', '1']","['206.0', '265.3333333333333', '0']","['264.0', '264.0', '0']","['218.66666666666666', '263.3333333333333', '0']","['256.66666666666663', '260.66666666666663', '0']",pullup
,,,,,,,,,,,,,
"['248.0', '65.33333333333333', '1']","['270.0', '107.33333333333333', '1']","['226.0', '110.0', '1']","['278.66666666666663', '67.33333333333333', '1']","['215.33333333333331', '62.0', '1']","['287.3333333333333', '26.0', '1']","['208.0', '23.333333333333332', '1']","['265.3333333333333', '186.66666666666666', '1']","['234.66666666666666', '189.33333333333331', '1']","['264.66666666666663', '249.33333333333331', '1']","['248.0', '246.0', '1']","['252.66666666666666', '255.33333333333331', '0']","['0.6666666666666666', '0.6666666666666666', '0']",pullup
,,,,,,,,,,,,,
"['272.0', '89.33333333333333', '1']","['257.3333333333333', '102.66666666666666', '1']","['288.0', '102.66666666666666', '1']","['252.0', '78.0', '1']","['294.0', '82.66666666666666', '1']","['252.0', '50.0', '1']","['292.66666666666663', '54.666666666666664', '1']","['258.66666666666663', '152.0', '1']","['284.66666666666663', '149.33333333333331', '1']","['255.33333333333331', '203.33333333333331', '1']","['280.66666666666663', '199.33333333333331', '1']","['264.0', '242.0', '1']","['280.66666666666663', '243.33333333333331', '1']",pullup
,,,,,,,,,,,,,
"['243.0', '135.0', '1']","['211.5', '180.0', '1']","['285.0', '178.5', '1']","['183.0', '124.5', '1']","['306.0', '115.5', '1']","['172.5', '66.0', '1']","['315.0', '69.0', '1']","['217.5', '309.0', '1']","['280.5', '301.5', '1']","['184.5', '348.0', '0']","['312.0', '343.5', '0']","['255.0', '339.0', '0']","['258.0', '348.0', '0']",pullup
,,,,,,,,,,,,,
"['237.0', '145.5', '1']","['279.0', '178.5', '1']","['205.5', '187.5', '1']","['301.5', '112.5', '1']","['177.0', '129.0', '1']","['312.0', '69.0', '1']","['165.0', '60.0', '1']","['261.0', '288.0', '1']","['214.5', '286.5', '1']","['288.0', '312.0', '0']","['186.0', '309.0', '0']","['232.5', '325.5', '0']","['226.5', '336.0', '0']",pullup
,,,,,,,,,,,,,
"['180', '153', '1']","['197', '162', '1']","['159', '168', '1']","['213', '136', '1']","['148', '141', '1']","['221', '109', '1']","['139', '104', '1']","['194', '230', '1']","['161', '230', '1']","['186', '299', '1']","['168', '297', '1']","['183', '347', '1']","['162', '348', '1']",pullup
,,,,,,,,,,,,,
"['128', '149', '1']","['104', '169', '1']","['153', '171', '1']","['87', '132', '1']","['178', '134', '1']","['90', '88', '1']","['173', '87', '1']","['119', '262', '1']","['149', '264', '1']","['116', '339', '1']","['145', '338', '1']","['121', '405', '1']","['142', '399', '1']",pullup
,,,,,,,,,,,,,
"['231.75', '153.75', '1']","['245.25', '174.0', '1']","['218.25', '172.5', '1']","['259.5', '146.25', '1']","['204.75', '144.75', '1']","['264.75', '113.25', '1']","['204.0', '114.75', '1']","['249.0', '245.25', '1']","['220.5', '243.75', '1']","['247.5', '287.25', '1']","['223.5', '286.5', '1']","['232.5', '304.5', '0']","['234.0', '309.0', '0']",pullup
,,,,,,,,,,,,,
"['216.66666666666666', '106.0', '1']","['202.66666666666666', '115.33333333333333', '1']","['226.0', '116.0', '1']","['190.0', '97.33333333333333', '1']","['234.0', '102.0', '1']","['187.33333333333331', '74.66666666666666', '1']","['236.66666666666666', '75.33333333333333', '1']","['191.33333333333331', '178.0', '1']","['212.66666666666666', '181.33333333333331', '1']","['194.0', '231.33333333333331', '1']","['212.66666666666666', '230.0', '1']","['204.66666666666666', '266.66666666666663', '1']","['221.33333333333331', '265.3333333333333', '1']",pullup
,,,,,,,,,,,,,
"['255.0', '111.75', '1']","['232.5', '127.5', '1']","['281.25', '128.25', '1']","['208.5', '90.0', '1']","['294.75', '91.5', '1']","['198.75', '46.5', '1']","['307.5', '46.5', '1']","['233.25', '237.0', '1']","['273.75', '235.5', '1']","['226.5', '310.5', '1']","['283.5', '310.5', '1']","['253.5', '306.75', '1']","['253.5', '317.25', '1']",pullup
,,,,,,,,,,,,,
"['243.75', '153.75', '1']","['225.0', '172.5', '1']","['249.75', '169.5', '1']","['204.0', '150.75', '1']","['253.5', '144.0', '1']","['203.25', '114.0', '1']","['252.75', '93.75', '1']","['213.75', '265.5', '1']","['239.25', '261.75', '1']","['230.25', '312.75', '0']","['253.5', '315.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",pullup
,,,,,,,,,,,,,
"['268.0', '76.0', '1']","['290.66666666666663', '92.66666666666666', '1']","['244.66666666666666', '94.66666666666666', '1']","['312.0', '51.33333333333333', '1']","['222.0', '53.33333333333333', '1']","['322.0', '9.333333333333332', '1']","['212.0', '8.0', '1']","['290.0', '204.66666666666666', '1']","['246.0', '204.0', '1']","['288.0', '265.3333333333333', '0']","['247.33333333333331', '263.3333333333333', '0']","['280.66666666666663', '266.0', '0']","['299.3333333333333', '256.66666666666663', '0']",pullup
,,,,,,,,,,,,,
"['235.73333333333332', '104.26666666666667', '1']","['244.79999999999998', '118.62222222222222', '1']","['219.86666666666667', '118.62222222222222', '1']","['263.68888888888887', '86.13333333333333', '1']","['211.55555555555554', '92.17777777777778', '1']","['268.97777777777776', '67.24444444444444', '1']","['204.75555555555556', '60.44444444444444', '1']","['236.48888888888888', '176.79999999999998', '1']","['218.35555555555555', '170.0', '1']","['241.0222222222222', '225.15555555555554', '1']","['210.79999999999998', '222.13333333333333', '1']","['234.97777777777776', '230.44444444444443', '0']","['233.46666666666667', '234.97777777777776', '1']",pullup
,,,,,,,,,,,,,
"['227.25', '119.25', '1']","['245.25', '138.75', '1']","['208.5', '139.5', '1']","['246.0', '114.0', '1']","['199.5', '115.5', '1']","['243.75', '78.75', '0']","['200.25', '83.25', '1']","['243.75', '208.5', '1']","['207.75', '210.75', '1']","['242.25', '272.25', '1']","['216.75', '275.25', '1']","['225.75', '324.0', '0']","['238.5', '323.25', '1']",pullup
,,,,,,,,,,,,,
"['255.33333333333331', '66.0', '1']","['268.66666666666663', '85.33333333333333', '1']","['239.33333333333331', '88.0', '1']","['284.66666666666663', '64.0', '1']","['229.33333333333331', '63.33333333333333', '1']","['290.0', '36.666666666666664', '1']","['222.0', '38.666666666666664', '1']","['268.0', '142.66666666666666', '1']","['247.33333333333331', '142.66666666666666', '1']","['274.0', '186.0', '1']","['246.66666666666666', '184.66666666666666', '1']","['271.3333333333333', '224.0', '1']","['254.0', '220.0', '1']",pullup
,,,,,,,,,,,,,
"['214.0', '94.0', '1']","['202.0', '102.0', '1']","['223.33333333333331', '105.33333333333333', '1']","['194.0', '80.66666666666666', '1']","['228.66666666666666', '78.66666666666666', '1']","['197.33333333333331', '61.33333333333333', '1']","['230.66666666666666', '54.0', '1']","['192.66666666666666', '147.33333333333331', '1']","['214.0', '150.66666666666666', '1']","['191.33333333333331', '201.33333333333331', '1']","['212.0', '205.33333333333331', '1']","['192.66666666666666', '232.0', '1']","['214.0', '236.66666666666666', '1']",pullup
,,,,,,,,,,,,,
"['249.33333333333331', '96.66666666666666', '1']","['234.66666666666666', '108.0', '1']","['258.0', '106.66666666666666', '1']","['230.66666666666666', '82.0', '1']","['266.66666666666663', '82.0', '1']","['230.0', '60.666666666666664', '1']","['271.3333333333333', '56.666666666666664', '1']","['233.33333333333331', '156.66666666666666', '1']","['255.33333333333331', '156.0', '1']","['238.66666666666666', '202.0', '1']","['251.33333333333331', '201.33333333333331', '1']","['242.0', '235.33333333333331', '1']","['254.0', '236.0', '1']",pullup
,,,,,,,,,,,,,
"['227.33333333333331', '114.66666666666666', '1']","['242.66666666666666', '123.33333333333333', '1']","['212.66666666666666', '125.33333333333333', '1']","['256.0', '102.0', '1']","['199.33333333333331', '104.66666666666666', '1']","['262.66666666666663', '74.66666666666666', '1']","['193.33333333333331', '71.33333333333333', '1']","['242.0', '183.33333333333331', '1']","['214.66666666666666', '182.66666666666666', '1']","['236.66666666666666', '244.66666666666666', '1']","['214.66666666666666', '244.66666666666666', '1']","['238.66666666666666', '258.66666666666663', '0']","['219.33333333333331', '264.66666666666663', '0']",pullup
,,,,,,,,,,,,,
"['232.0', '105.33333333333333', '1']","['250.66666666666666', '122.66666666666666', '1']","['214.0', '120.66666666666666', '1']","['268.0', '96.66666666666666', '1']","['198.66666666666666', '96.0', '1']","['276.66666666666663', '70.66666666666666', '1']","['190.66666666666666', '71.33333333333333', '1']","['243.33333333333331', '195.33333333333331', '1']","['221.33333333333331', '194.66666666666666', '1']","['242.0', '246.0', '1']","['220.66666666666666', '242.0', '1']","['244.66666666666666', '260.66666666666663', '0']","['220.0', '266.66666666666663', '0']",pullup
,,,,,,,,,,,,,
"['188.66666666666666', '70.0', '1']","['201.33333333333331', '88.66666666666666', '1']","['174.0', '84.66666666666666', '1']","['203.33333333333331', '52.666666666666664', '1']","['165.33333333333331', '51.33333333333333', '1']","['207.33333333333331', '26.666666666666664', '1']","['160.66666666666666', '18.666666666666664', '1']","['193.33333333333331', '136.0', '1']","['169.33333333333331', '140.66666666666666', '1']","['200.66666666666666', '190.66666666666666', '1']","['171.33333333333331', '200.66666666666666', '1']","['207.33333333333331', '224.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']",pullup
,,,,,,,,,,,,,
"['258.0', '95.33333333333333', '1']","['270.0', '118.66666666666666', '1']","['243.33333333333331', '114.66666666666666', '1']","['282.66666666666663', '89.33333333333333', '1']","['228.66666666666666', '86.0', '1']","['283.3333333333333', '54.666666666666664', '1']","['229.33333333333331', '56.0', '1']","['270.0', '169.33333333333331', '1']","['237.33333333333331', '168.66666666666666', '1']","['269.3333333333333', '225.33333333333331', '1']","['234.66666666666666', '226.66666666666666', '1']","['264.0', '234.66666666666666', '0']","['239.33333333333331', '234.0', '0']",pullup
,,,,,,,,,,,,,
"['237.33333333333331', '70.0', '1']","['253.33333333333331', '98.0', '1']","['222.0', '95.33333333333333', '1']","['256.0', '72.66666666666666', '1']","['194.66666666666666', '71.33333333333333', '1']","['250.0', '42.666666666666664', '1']","['202.66666666666666', '36.0', '1']","['240.0', '168.0', '1']","['210.0', '169.33333333333331', '1']","['208.0', '225.33333333333331', '1']","['189.33333333333331', '230.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",pullup
,,,,,,,,,,,,,
"['267.3333333333333', '96.0', '1']","['274.66666666666663', '118.66666666666666', '1']","['232.66666666666666', '109.33333333333333', '1']","['270.0', '66.0', '1']","['223.33333333333331', '58.0', '1']","['274.66666666666663', '30.0', '1']","['220.0', '16.666666666666664', '1']","['273.3333333333333', '222.0', '1']","['231.33333333333331', '225.33333333333331', '1']","['271.3333333333333', '267.3333333333333', '0']","['244.0', '266.66666666666663', '0']","['280.66666666666663', '264.66666666666663', '0']","['247.33333333333331', '267.3333333333333', '0']",pullup
,,,,,,,,,,,,,
"['240.18939393939394', '186.5', '1']","['207.6931818181818', '203.45454545454544', '1']","['262.79545454545456', '197.8030303030303', '1']","['175.1969696969697', '158.24242424242425', '1']","['306.59469696969694', '158.24242424242425', '1']","['154.00378787878788', '118.68181818181817', '1']","['324.9621212121212', '115.85606060606061', '1']","['223.23484848484847', '310.8333333333333', '1']","['276.92424242424244', '315.0719696969697', '1']","['159.65530303030303', '344.74242424242425', '0']","['289.6401515151515', '348.9810606060606', '0']","['1.4128787878787878', '1.4128787878787878', '0']","['1.4128787878787878', '1.4128787878787878', '0']",pullup
,,,,,,,,,,,,,
"['226.66666666666666', '104.66666666666666', '1']","['260.66666666666663', '141.33333333333331', '1']","['199.33333333333331', '142.66666666666666', '1']","['284.66666666666663', '86.0', '1']","['163.33333333333331', '84.66666666666666', '1']","['301.3333333333333', '32.666666666666664', '1']","['146.0', '29.333333333333332', '1']","['263.3333333333333', '247.33333333333331', '1']","['202.66666666666666', '252.0', '1']","['264.0', '261.3333333333333', '0']","['209.33333333333331', '260.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",pullup
,,,,,,,,,,,,,
"['247.5', '103.5', '1']","['219.0', '127.5', '1']","['274.5', '124.5', '1']","['204.0', '78.0', '1']","['292.5', '79.5', '1']","['195.0', '34.5', '1']","['303.0', '34.5', '1']","['228.0', '237.0', '1']","['256.5', '234.0', '1']","['234.0', '295.5', '1']","['264.0', '298.5', '1']","['249.0', '325.5', '1']","['1.5', '1.5', '0']",pullup
,,,,,,,,,,,,,
"['273.3333333333333', '98.0', '1']","['290.0', '116.66666666666666', '1']","['254.66666666666666', '118.66666666666666', '1']","['276.66666666666663', '78.66666666666666', '0']","['236.0', '84.0', '1']","['278.66666666666663', '49.33333333333333', '1']","['241.33333333333331', '44.0', '1']","['275.3333333333333', '198.66666666666666', '1']","['250.66666666666666', '204.0', '1']","['264.66666666666663', '263.3333333333333', '1']","['249.33333333333331', '264.66666666666663', '1']","['257.3333333333333', '266.66666666666663', '0']","['244.0', '264.66666666666663', '0']",pullup
,,,,,,,,,,,,,
"['304.66666666666663', '97.33333333333333', '1']","['281.3333333333333', '124.66666666666666', '1']","['324.0', '122.0', '1']","['272.0', '87.33333333333333', '1']","['335.3333333333333', '78.0', '1']","['268.66666666666663', '43.33333333333333', '1']","['338.66666666666663', '39.33333333333333', '1']","['286.66666666666663', '202.0', '1']","['324.66666666666663', '202.66666666666666', '1']","['278.66666666666663', '266.66666666666663', '0']","['337.3333333333333', '266.0', '1']","['248.66666666666666', '252.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']",pullup
,,,,,,,,,,,,,
"['258.0', '110.66666666666666', '1']","['274.0', '130.66666666666666', '1']","['235.33333333333331', '128.66666666666666', '1']","['292.0', '108.66666666666666', '1']","['211.33333333333331', '108.0', '1']","['291.3333333333333', '84.0', '1']","['211.33333333333331', '83.33333333333333', '1']","['274.0', '191.33333333333331', '1']","['242.66666666666666', '187.33333333333331', '1']","['260.0', '242.66666666666666', '1']","['244.0', '243.33333333333331', '1']","['260.0', '264.66666666666663', '1']","['250.66666666666666', '262.0', '0']",pullup
,,,,,,,,,,,,,
"['215.25', '87.0', '1']","['234.75', '93.0', '1']","['192.75', '94.5', '1']","['253.5', '54.75', '1']","['171.75', '56.25', '1']","['259.5', '10.5', '1']","['167.25', '13.5', '1']","['230.25', '161.25', '1']","['198.75', '156.0', '1']","['237.75', '207.0', '1']","['194.25', '208.5', '1']","['240.0', '258.0', '1']","['196.5', '258.75', '1']",pullup
,,,,,,,,,,,,,
"['257.3333333333333', '77.33333333333333', '1']","['271.3333333333333', '99.33333333333333', '1']","['234.0', '96.66666666666666', '1']","['282.0', '81.33333333333333', '1']","['199.33333333333331', '74.66666666666666', '1']","['283.3333333333333', '48.0', '1']","['200.66666666666666', '30.666666666666664', '1']","['253.33333333333331', '192.0', '1']","['214.66666666666666', '191.33333333333331', '1']","['233.33333333333331', '258.66666666666663', '1']","['206.0', '259.3333333333333', '1']","['210.0', '260.66666666666663', '0']","['199.33333333333331', '265.3333333333333', '0']",pullup
,,,,,,,,,,,,,
"['263.31683168316835', '119.62871287128714', '1']","['253.96039603960398', '130.32178217821783', '1']","['274.6782178217822', '126.98019801980199', '1']","['241.26237623762378', '109.60396039603961', '1']","['285.3712871287129', '109.60396039603961', '1']","['235.24752475247527', '88.88613861386139', '1']","['290.0495049504951', '87.54950495049505', '1']","['253.2920792079208', '187.12871287128715', '1']","['276.01485148514854', '185.12376237623764', '1']","['257.3019801980198', '229.23267326732676', '1']","['274.6782178217822', '230.56930693069307', '1']","['260.64356435643566', '261.31188118811883', '1']","['272.0049504950495', '259.3069306930693', '1']",pullup
,,,,,,,,,,,,,
"['243.0', '99.0', '1']","['223.5', '112.5', '1']","['270.75', '111.75', '1']","['206.25', '80.25', '1']","['288.0', '77.25', '1']","['194.25', '34.5', '1']","['301.5', '31.5', '1']","['216.75', '225.0', '1']","['269.25', '222.75', '1']","['218.25', '309.0', '1']","['265.5', '312.0', '1']","['255.0', '335.25', '1']","['0.75', '0.75', '0']",pullup
,,,,,,,,,,,,,
"['254.0', '117.33333333333333', '1']","['278.0', '144.66666666666666', '1']","['236.0', '143.33333333333331', '1']","['284.0', '100.0', '1']","['239.33333333333331', '106.0', '1']","['275.3333333333333', '60.666666666666664', '1']","['242.0', '64.0', '1']","['288.66666666666663', '224.66666666666666', '1']","['251.33333333333331', '223.33333333333331', '1']","['280.66666666666663', '265.3333333333333', '0']","['252.0', '262.66666666666663', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",pullup
,,,,,,,,,,,,,
"['234.66666666666666', '86.0', '1']","['227.33333333333331', '95.33333333333333', '1']","['244.0', '96.66666666666666', '1']","['227.33333333333331', '80.0', '1']","['244.66666666666666', '80.0', '1']","['226.66666666666666', '62.0', '1']","['242.66666666666666', '64.0', '1']","['228.0', '133.33333333333331', '1']","['244.66666666666666', '127.33333333333333', '1']","['230.0', '165.33333333333331', '1']","['245.33333333333331', '164.0', '1']","['231.33333333333331', '196.0', '1']","['244.66666666666666', '193.33333333333331', '1']",pullup
,,,,,,,,,,,,,
"['219.75757575757575', '160.36363636363637', '1']","['237.57575757575756', '185.6060606060606', '1']","['200.45454545454547', '185.6060606060606', '1']","['259.8484848484849', '136.6060606060606', '1']","['190.06060606060606', '151.45454545454547', '1']","['256.8787878787879', '83.15151515151516', '1']","['176.6969696969697', '108.39393939393939', '1']","['249.45454545454547', '273.2121212121212', '1']","['210.84848484848484', '265.7878787878788', '1']","['239.06060606060606', '365.27272727272725', '1']","['198.96969696969697', '359.3333333333333', '0']","['253.9090909090909', '326.6666666666667', '0']","['216.78787878787878', '307.3636363636364', '0']",pullup
,,,,,,,,,,,,,
"['226.66666666666666', '82.66666666666666', '1']","['244.0', '94.0', '1']","['210.0', '92.66666666666666', '1']","['256.0', '63.33333333333333', '1']","['194.66666666666666', '68.0', '1']","['267.3333333333333', '40.0', '1']","['182.0', '40.0', '1']","['237.33333333333331', '150.66666666666666', '1']","['220.0', '150.66666666666666', '1']","['236.66666666666666', '192.0', '1']","['222.0', '195.33333333333331', '1']","['232.0', '232.0', '1']","['224.66666666666666', '233.33333333333331', '0']",pullup
,,,,,,,,,,,,,
"['246.0', '97.33333333333333', '1']","['265.3333333333333', '115.33333333333333', '1']","['233.33333333333331', '116.0', '1']","['284.66666666666663', '98.0', '1']","['210.66666666666666', '97.33333333333333', '1']","['291.3333333333333', '66.66666666666666', '1']","['206.66666666666666', '66.66666666666666', '1']","['264.0', '187.33333333333331', '1']","['236.0', '187.33333333333331', '1']","['265.3333333333333', '230.0', '1']","['231.33333333333331', '229.33333333333331', '1']","['267.3333333333333', '274.66666666666663', '1']","['232.0', '269.3333333333333', '1']",pullup
,,,,,,,,,,,,,
"['256.66666666666663', '60.0', '1']","['273.3333333333333', '74.0', '1']","['243.33333333333331', '79.33333333333333', '1']","['284.66666666666663', '59.33333333333333', '1']","['228.0', '60.666666666666664', '1']","['286.66666666666663', '38.0', '1']","['224.66666666666666', '39.33333333333333', '1']","['271.3333333333333', '134.66666666666666', '1']","['243.33333333333331', '134.0', '1']","['270.66666666666663', '162.66666666666666', '1']","['244.66666666666666', '158.0', '1']","['268.0', '190.0', '1']","['244.0', '187.33333333333331', '1']",pullup
,,,,,,,,,,,,,
"['246.0', '90.0', '1']","['235.33333333333331', '98.66666666666666', '1']","['258.66666666666663', '96.66666666666666', '1']","['232.0', '77.33333333333333', '1']","['260.66666666666663', '78.0', '1']","['232.66666666666666', '59.33333333333333', '1']","['261.3333333333333', '62.666666666666664', '1']","['239.33333333333331', '140.0', '1']","['254.0', '140.0', '1']","['240.66666666666666', '172.66666666666666', '1']","['255.33333333333331', '170.66666666666666', '1']","['242.0', '199.33333333333331', '1']","['253.33333333333331', '197.33333333333331', '1']",pullup
,,,,,,,,,,,,,
"['232.66666666666666', '98.66666666666666', '1']","['222.0', '106.66666666666666', '1']","['246.66666666666666', '108.0', '1']","['213.33333333333331', '92.0', '1']","['253.33333333333331', '92.66666666666666', '1']","['208.0', '72.66666666666666', '1']","['259.3333333333333', '71.33333333333333', '1']","['225.33333333333331', '146.66666666666666', '1']","['241.33333333333331', '145.33333333333331', '1']","['217.33333333333331', '184.0', '1']","['247.33333333333331', '180.66666666666666', '1']","['230.0', '190.66666666666666', '1']","['231.33333333333331', '180.66666666666666', '1']",pullup
,,,,,,,,,,,,,
"['302.0', '88.0', '1']","['278.66666666666663', '100.66666666666666', '1']","['319.3333333333333', '104.66666666666666', '1']","['270.0', '82.0', '1']","['326.0', '83.33333333333333', '1']","['276.0', '52.0', '1']","['321.3333333333333', '56.666666666666664', '1']","['276.66666666666663', '196.0', '1']","['313.3333333333333', '198.0', '1']","['283.3333333333333', '261.3333333333333', '1']","['305.3333333333333', '262.0', '1']","['262.0', '262.66666666666663', '0']","['323.3333333333333', '260.66666666666663', '0']",pullup
,,,,,,,,,,,,,
"['218.66666666666666', '144.0', '1']","['207.33333333333331', '158.66666666666666', '1']","['238.66666666666666', '156.66666666666666', '1']","['183.33333333333331', '132.0', '1']","['260.66666666666663', '130.0', '1']","['173.33333333333331', '90.66666666666666', '1']","['267.3333333333333', '98.0', '1']","['206.0', '243.33333333333331', '1']","['242.66666666666666', '234.66666666666666', '1']","['208.66666666666666', '242.0', '0']","['253.33333333333331', '245.33333333333331', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",pullup
,,,,,,,,,,,,,
"['199.5', '81.0', '1']","['180.0', '91.5', '1']","['213.0', '93.0', '1']","['151.5', '73.5', '1']","['246.0', '70.5', '1']","['130.5', '33.0', '1']","['258.0', '36.0', '1']","['177.0', '174.0', '1']","['210.0', '175.5', '1']","['181.5', '247.5', '1']","['210.0', '246.0', '1']","['187.5', '307.5', '1']","['204.0', '307.5', '1']",pullup
,,,,,,,,,,,,,
"['262.66666666666663', '105.33333333333333', '1']","['254.66666666666666', '116.0', '1']","['277.3333333333333', '117.33333333333333', '1']","['244.0', '98.0', '1']","['281.3333333333333', '98.66666666666666', '1']","['246.0', '81.33333333333333', '1']","['284.0', '78.0', '1']","['250.66666666666666', '157.33333333333331', '1']","['267.3333333333333', '163.33333333333331', '1']","['253.33333333333331', '201.33333333333331', '1']","['268.0', '198.0', '1']","['264.66666666666663', '222.0', '1']","['279.3333333333333', '225.33333333333331', '1']",pullup
,,,,,,,,,,,,,
"['260.66666666666663', '99.33333333333333', '1']","['281.3333333333333', '121.33333333333333', '1']","['238.66666666666666', '125.33333333333333', '1']","['290.66666666666663', '86.0', '1']","['224.66666666666666', '84.66666666666666', '1']","['291.3333333333333', '48.666666666666664', '1']","['220.0', '48.0', '1']","['282.0', '204.0', '1']","['236.0', '206.0', '1']","['272.0', '264.0', '0']","['251.33333333333331', '264.66666666666663', '0']","['264.0', '266.0', '0']","['252.66666666666666', '262.0', '0']",pullup
,,,,,,,,,,,,,
"['224.0', '75.33333333333333', '1']","['242.0', '102.0', '1']","['204.0', '101.33333333333333', '1']","['254.66666666666666', '69.33333333333333', '1']","['189.33333333333331', '75.33333333333333', '1']","['255.33333333333331', '38.0', '1']","['188.66666666666666', '36.0', '1']","['233.33333333333331', '185.33333333333331', '1']","['210.66666666666666', '187.33333333333331', '1']","['236.0', '239.33333333333331', '1']","['218.66666666666666', '239.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['221.33333333333331', '246.66666666666666', '0']",pullup
,,,,,,,,,,,,,
"['236.42916666666667', '141.70833333333334', '1']","['231.20833333333334', '152.15', '1']","['248.3625', '147.675', '1']","['228.225', '131.26666666666668', '1']","['254.32916666666668', '132.75833333333333', '1']","['225.24166666666667', '112.62083333333334', '1']","['255.82083333333333', '112.62083333333334', '1']","['243.88750000000002', '199.88333333333333', '1']","['259.55', '195.40833333333333', '1']","['240.90416666666667', '231.95416666666668', '1']","['258.05833333333334', '232.70000000000002', '1']","['234.19166666666666', '268.5', '1']","['254.32916666666668', '264.7708333333333', '1']",pullup
,,,,,,,,,,,,,
"['262', '105', '1']","['232', '132', '1']","['295', '127', '1']","['192', '85', '1']","['329', '90', '1']","['182', '37', '1']","['341', '43', '1']","['246', '258', '1']","['289', '251', '1']","['243', '354', '0']","['290', '354', '0']","['260', '337', '0']","['285', '343', '0']",pullup
,,,,,,,,,,,,,
"['221.25', '163.5', '1']","['243.75', '190.5', '1']","['198.0', '190.5', '1']","['300.75', '145.5', '1']","['150.0', '148.5', '1']","['334.5', '103.5', '1']","['114.75', '102.75', '1']","['252.0', '288.75', '1']","['195.75', '288.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",pullup
,,,,,,,,,,,,,
"['232.66666666666666', '118.66666666666666', '1']","['213.33333333333331', '134.66666666666666', '1']","['254.0', '132.66666666666666', '1']","['189.33333333333331', '100.0', '1']","['271.3333333333333', '100.0', '1']","['190.0', '61.33333333333333', '1']","['275.3333333333333', '61.33333333333333', '1']","['202.66666666666666', '232.0', '1']","['260.0', '232.0', '1']","['209.33333333333331', '264.0', '0']","['252.0', '265.3333333333333', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",pullup
,,,,,,,,,,,,,
"['220.66666666666666', '131.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['230.0', '155.33333333333331', '1']","['205.33333333333331', '120.66666666666666', '1']","['238.0', '130.0', '1']","['213.33333333333331', '103.33333333333333', '1']","['248.0', '102.66666666666666', '1']","['186.66666666666666', '205.33333333333331', '1']","['205.33333333333331', '206.0', '1']","['193.33333333333331', '238.0', '0']","['204.66666666666666', '259.3333333333333', '1']","['224.66666666666666', '250.66666666666666', '0']","['209.33333333333331', '256.66666666666663', '0']",pullup
,,,,,,,,,,,,,
"['232.0', '170.66666666666666', '1']","['215.33333333333331', '181.33333333333331', '1']","['247.33333333333331', '182.66666666666666', '1']","['197.33333333333331', '161.33333333333331', '1']","['266.0', '158.0', '1']","['205.33333333333331', '128.66666666666666', '1']","['263.3333333333333', '132.66666666666666', '1']","['208.66666666666666', '251.33333333333331', '1']","['249.33333333333331', '250.0', '1']","['213.33333333333331', '268.0', '0']","['246.0', '266.66666666666663', '0']","['235.33333333333331', '254.66666666666666', '0']","['226.0', '264.66666666666663', '0']",pullup
,,,,,,,,,,,,,
"['214.4375', '103.41666666666666', '1']","['225.08333333333331', '121.66666666666666', '1']","['208.35416666666666', '121.66666666666666', '1']","['238.77083333333331', '91.25', '1']","['199.22916666666666', '89.72916666666666', '1']","['241.8125', '56.27083333333333', '1']","['193.14583333333331', '74.52083333333333', '1']","['229.64583333333331', '196.1875', '1']","['208.35416666666666', '196.1875', '1']","['232.6875', '238.77083333333331', '1']","['212.91666666666666', '237.25', '1']","['231.16666666666666', '290.47916666666663', '1']","['208.35416666666666', '285.91666666666663', '1']",pullup
,,,,,,,,,,,,,
"['215.25', '96.0', '1']","['240.0', '123.75', '1']","['201.75', '122.25', '1']","['274.5', '95.25', '1']","['170.25', '84.0', '1']","['294.75', '51.0', '1']","['147.0', '50.25', '1']","['229.5', '206.25', '1']","['206.25', '195.75', '1']","['216.75', '281.25', '1']","['200.25', '279.75', '1']","['182.25', '341.25', '1']","['199.5', '348.0', '1']",pullup
,,,,,,,,,,,,,
