head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action 
"['263.31683168316835', '119.62871287128714', '1']","['253.96039603960398', '130.32178217821783', '1']","['274.6782178217822', '126.98019801980199', '1']","['241.26237623762378', '109.60396039603961', '1']","['285.3712871287129', '109.60396039603961', '1']","['235.24752475247527', '88.88613861386139', '1']","['290.0495049504951', '87.54950495049505', '1']","['253.2920792079208', '187.12871287128715', '1']","['276.01485148514854', '185.12376237623764', '1']","['257.3019801980198', '229.23267326732676', '1']","['274.6782178217822', '230.56930693069307', '1']","['260.64356435643566', '261.31188118811883', '1']","['272.0049504950495', '259.3069306930693', '1']",2
"['219.75757575757575', '160.36363636363637', '1']","['237.57575757575756', '185.6060606060606', '1']","['200.45454545454547', '185.6060606060606', '1']","['259.8484848484849', '136.6060606060606', '1']","['190.06060606060606', '151.45454545454547', '1']","['256.8787878787879', '83.15151515151516', '1']","['176.6969696969697', '108.39393939393939', '1']","['249.45454545454547', '273.2121212121212', '1']","['210.84848484848484', '265.7878787878788', '1']","['239.06060606060606', '365.27272727272725', '1']","['198.96969696969697', '359.3333333333333', '0']","['253.9090909090909', '326.6666666666667', '0']","['216.78787878787878', '307.3636363636364', '0']",2
"['226.66666666666666', '82.66666666666666', '1']","['244.0', '94.0', '1']","['210.0', '92.66666666666666', '1']","['256.0', '63.33333333333333', '1']","['194.66666666666666', '68.0', '1']","['267.3333333333333', '40.0', '1']","['182.0', '40.0', '1']","['237.33333333333331', '150.66666666666666', '1']","['220.0', '150.66666666666666', '1']","['236.66666666666666', '192.0', '1']","['222.0', '195.33333333333331', '1']","['232.0', '232.0', '1']","['224.66666666666666', '233.33333333333331', '0']",2
"['232.66666666666666', '98.66666666666666', '1']","['222.0', '106.66666666666666', '1']","['246.66666666666666', '108.0', '1']","['213.33333333333331', '92.0', '1']","['253.33333333333331', '92.66666666666666', '1']","['208.0', '72.66666666666666', '1']","['259.3333333333333', '71.33333333333333', '1']","['225.33333333333331', '146.66666666666666', '1']","['241.33333333333331', '145.33333333333331', '1']","['217.33333333333331', '184.0', '1']","['247.33333333333331', '180.66666666666666', '1']","['230.0', '190.66666666666666', '1']","['231.33333333333331', '180.66666666666666', '1']",2
"['218.66666666666666', '144.0', '1']","['207.33333333333331', '158.66666666666666', '1']","['238.66666666666666', '156.66666666666666', '1']","['183.33333333333331', '132.0', '1']","['260.66666666666663', '130.0', '1']","['173.33333333333331', '90.66666666666666', '1']","['267.3333333333333', '98.0', '1']","['206.0', '243.33333333333331', '1']","['242.66666666666666', '234.66666666666666', '1']","['208.66666666666666', '242.0', '0']","['253.33333333333331', '245.33333333333331', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",2
"['199.5', '81.0', '1']","['180.0', '91.5', '1']","['213.0', '93.0', '1']","['151.5', '73.5', '1']","['246.0', '70.5', '1']","['130.5', '33.0', '1']","['258.0', '36.0', '1']","['177.0', '174.0', '1']","['210.0', '175.5', '1']","['181.5', '247.5', '1']","['210.0', '246.0', '1']","['187.5', '307.5', '1']","['204.0', '307.5', '1']",2
"['236.42916666666667', '141.70833333333334', '1']","['231.20833333333334', '152.15', '1']","['248.3625', '147.675', '1']","['228.225', '131.26666666666668', '1']","['254.32916666666668', '132.75833333333333', '1']","['225.24166666666667', '112.62083333333334', '1']","['255.82083333333333', '112.62083333333334', '1']","['243.88750000000002', '199.88333333333333', '1']","['259.55', '195.40833333333333', '1']","['240.90416666666667', '231.95416666666668', '1']","['258.05833333333334', '232.70000000000002', '1']","['234.19166666666666', '268.5', '1']","['254.32916666666668', '264.7708333333333', '1']",2
"['221.25', '163.5', '1']","['243.75', '190.5', '1']","['198.0', '190.5', '1']","['300.75', '145.5', '1']","['150.0', '148.5', '1']","['334.5', '103.5', '1']","['114.75', '102.75', '1']","['252.0', '288.75', '1']","['195.75', '288.0', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",2
"['214.4375', '103.41666666666666', '1']","['225.08333333333331', '121.66666666666666', '1']","['208.35416666666666', '121.66666666666666', '1']","['238.77083333333331', '91.25', '1']","['199.22916666666666', '89.72916666666666', '1']","['241.8125', '56.27083333333333', '1']","['193.14583333333331', '74.52083333333333', '1']","['229.64583333333331', '196.1875', '1']","['208.35416666666666', '196.1875', '1']","['232.6875', '238.77083333333331', '1']","['212.91666666666666', '237.25', '1']","['231.16666666666666', '290.47916666666663', '1']","['208.35416666666666', '285.91666666666663', '1']",2
"['238.5', '118.5', '1']","['265.5', '130.5', '1']","['217.5', '141.0', '1']","['285.0', '99.0', '1']","['190.5', '108.0', '1']","['298.5', '58.5', '1']","['175.5', '61.5', '1']","['264.0', '240.0', '1']","['229.5', '238.5', '1']","['274.5', '304.5', '1']","['235.5', '318.0', '1']","['274.5', '340.5', '0']","['244.5', '354.0', '0']",2
"['249.0', '138.0', '1']","['262.5', '155.25', '1']","['231.0', '157.5', '1']","['279.75', '126.0', '1']","['217.5', '125.25', '1']","['288.0', '90.75', '1']","['209.25', '93.0', '1']","['262.5', '218.25', '1']","['233.25', '224.25', '1']","['260.25', '272.25', '1']","['241.5', '272.25', '1']","['258.75', '319.5', '1']","['245.25', '321.0', '1']",2
"['215.16129032258064', '100.90322580645162', '1']","['189.93548387096774', '132.06451612903226', '0']","['228.51612903225808', '97.93548387096774', '0']","['191.41935483870967', '102.38709677419355', '1']","['253.74193548387098', '100.90322580645162', '1']","['195.8709677419355', '51.935483870967744', '1']","['249.29032258064515', '65.29032258064517', '1']","['212.19354838709677', '215.16129032258064', '1']","['253.74193548387098', '203.29032258064515', '1']","['200.32258064516128', '281.93548387096774', '1']","['258.19354838709677', '274.51612903225805', '1']","['182.51612903225808', '293.80645161290323', '1']","['228.51612903225808', '265.61290322580646', '0']",2
"['171', '193', '1']","['1', '1', '0']","['151', '237', '1']","['164', '178', '0']","['132', '170', '1']","['162', '132', '1']","['130', '116', '1']","['1', '1', '0']","['150', '356', '1']","['178', '429', '1']","['154', '434', '1']","['134', '434', '0']","['122', '386', '0']",2
"['252.0', '98.0', '1']","['246.0', '106.66666666666666', '1']","['257.3333333333333', '107.33333333333333', '1']","['240.66666666666666', '88.66666666666666', '1']","['262.66666666666663', '84.66666666666666', '1']","['241.33333333333331', '68.0', '1']","['266.0', '65.33333333333333', '1']","['238.0', '146.66666666666666', '1']","['255.33333333333331', '149.33333333333331', '1']","['242.0', '187.33333333333331', '1']","['254.0', '186.66666666666666', '1']","['248.66666666666666', '215.33333333333331', '1']","['260.0', '214.0', '1']",2
"['221', '87', '1']","['241', '103', '1']","['203', '100', '1']","['249', '73', '1']","['194', '79', '1']","['260', '44', '1']","['185', '46', '1']","['233', '168', '1']","['216', '167', '1']","['241', '218', '1']","['207', '217', '1']","['249', '267', '1']","['202', '266', '1']",2
"['250', '145', '1']","['232', '165', '1']","['275', '163', '1']","['214', '133', '1']","['298', '140', '1']","['217', '100', '1']","['304', '104', '1']","['240', '238', '1']","['266', '237', '1']","['236', '320', '1']","['268', '314', '1']","['234', '344', '1']","['261', '345', '1']",2
"['270.0', '70.66666666666666', '1']","['288.66666666666663', '90.66666666666666', '1']","['252.0', '91.33333333333333', '1']","['304.0', '68.66666666666666', '1']","['218.66666666666666', '69.33333333333333', '1']","['304.66666666666663', '40.666666666666664', '1']","['215.33333333333331', '40.0', '1']","['288.0', '167.33333333333331', '1']","['256.0', '169.33333333333331', '1']","['276.0', '230.0', '1']","['259.3333333333333', '232.66666666666666', '1']","['264.0', '256.66666666666663', '0']","['271.3333333333333', '257.3333333333333', '0']",2
"['135', '159', '1']","['110', '181', '1']","['152', '180', '1']","['94', '149', '1']","['168', '151', '1']","['85', '117', '1']","['182', '115', '1']","['107', '258', '1']","['143', '258', '1']","['92', '323', '1']","['136', '329', '1']","['125', '337', '1']","['165', '344', '1']",2
"['222.75', '139.5', '1']","['159.75', '156.0', '1']","['270.75', '163.5', '1']","['75.0', '172.5', '1']","['361.5', '168.75', '1']","['62.25', '81.75', '1']","['371.25', '78.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",2
"['236.25', '46.5', '1']","['224.25', '53.25', '1']","['246.0', '53.25', '1']","['204.75', '57.75', '1']","['264.75', '57.75', '1']","['202.5', '37.5', '1']","['270.0', '37.5', '1']","['227.25', '93.75', '1']","['245.25', '93.75', '1']","['230.25', '120.75', '1']","['247.5', '120.75', '1']","['236.25', '150.75', '1']","['0.75', '0.75', '0']",2
"['240.0', '106.66666666666666', '1']","['228.66666666666666', '118.66666666666666', '1']","['252.66666666666666', '118.66666666666666', '1']","['218.66666666666666', '98.66666666666666', '1']","['262.66666666666663', '98.0', '1']","['212.0', '70.66666666666666', '1']","['268.66666666666663', '71.33333333333333', '1']","['227.33333333333331', '192.0', '1']","['251.33333333333331', '191.33333333333331', '1']","['228.0', '241.33333333333331', '1']","['247.33333333333331', '240.0', '1']","['235.33333333333331', '252.66666666666666', '1']","['239.33333333333331', '242.66666666666666', '1']",2
"['199.8625', '74.525', '1']","['184.61875', '99.93125', '1']","['222.728125', '102.47187500000001', '1']","['167.68125', '70.290625', '1']","['246.440625', '77.91250000000001', '1']","['161.753125', '37.2625', '1']","['250.675', '48.271875', '1']","['199.015625', '176.15', '1']","['228.65625', '175.30312500000002', '1']","['188.00625000000002', '237.971875', '1']","['238.81875000000002', '229.503125', '1']","['178.690625', '227.80937500000002', '1']","['207.484375', '188.853125', '0']",2
"['240.0', '127.5', '1']","['220.5', '153.0', '1']","['261.0', '153.0', '1']","['207.0', '121.5', '1']","['276.0', '118.5', '1']","['196.5', '96.0', '1']","['282.0', '91.5', '1']","['225.0', '234.0', '1']","['264.0', '229.5', '1']","['228.0', '285.0', '1']","['267.0', '280.5', '1']","['253.5', '312.0', '1']","['1.5', '1.5', '0']",2
"['135', '185', '1']","['120', '198', '1']","['149', '194', '1']","['110', '157', '1']","['158', '156', '1']","['110', '111', '1']","['160', '112', '1']","['114', '278', '1']","['157', '273', '1']","['134', '355', '1']","['156', '352', '1']","['150', '422', '1']","['163', '418', '1']",2
"['228.0', '77.33333333333333', '0']","['238.0', '88.0', '0']","['220.66666666666666', '89.33333333333333', '0']","['255.33333333333331', '71.33333333333333', '0']","['209.33333333333331', '73.33333333333333', '0']","['252.66666666666666', '44.0', '0']","['206.66666666666666', '50.0', '0']","['235.33333333333331', '134.66666666666666', '0']","['220.0', '135.33333333333331', '0']","['244.0', '172.0', '0']","['220.0', '169.33333333333331', '0']","['236.66666666666666', '200.0', '0']","['214.0', '200.66666666666666', '0']",2
"['268.66666666666663', '74.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['264.0', '94.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['251.33333333333331', '66.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['250.0', '42.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['243.33333333333331', '145.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['241.33333333333331', '180.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['264.0', '226.66666666666666', '1']",2
"['256.0', '86.66666666666666', '1']","['268.0', '94.0', '1']","['242.66666666666666', '94.0', '1']","['277.3333333333333', '73.33333333333333', '1']","['236.0', '74.66666666666666', '1']","['283.3333333333333', '52.0', '1']","['230.66666666666666', '54.666666666666664', '1']","['268.0', '144.0', '1']","['244.66666666666666', '146.0', '1']","['262.66666666666663', '184.66666666666666', '1']","['244.66666666666666', '183.33333333333331', '1']","['258.66666666666663', '217.33333333333331', '1']","['245.33333333333331', '220.0', '1']",2
"['227.33333333333331', '87.33333333333333', '1']","['205.33333333333331', '105.33333333333333', '1']","['248.66666666666666', '112.66666666666666', '1']","['192.66666666666666', '74.66666666666666', '1']","['265.3333333333333', '81.33333333333333', '1']","['186.66666666666666', '46.666666666666664', '1']","['274.66666666666663', '37.33333333333333', '1']","['205.33333333333331', '198.0', '1']","['237.33333333333331', '200.0', '1']","['196.66666666666666', '245.33333333333331', '1']","['240.0', '254.66666666666666', '1']","['240.66666666666666', '220.66666666666666', '0']","['297.3333333333333', '184.0', '0']",2
"['171.33333333333331', '112.0', '1']","['163.33333333333331', '118.0', '1']","['177.33333333333331', '119.33333333333333', '1']","['158.66666666666666', '105.33333333333333', '1']","['181.33333333333331', '100.0', '1']","['160.0', '89.33333333333333', '1']","['184.0', '84.66666666666666', '1']","['151.33333333333331', '155.33333333333331', '1']","['162.66666666666666', '154.0', '1']","['156.0', '189.33333333333331', '1']","['168.66666666666666', '184.0', '1']","['167.33333333333331', '208.0', '1']","['176.0', '206.66666666666666', '1']",2
"['252.0', '108.66666666666666', '1']","['237.33333333333331', '128.66666666666666', '1']","['274.0', '130.0', '1']","['220.0', '84.66666666666666', '1']","['281.3333333333333', '84.66666666666666', '1']","['214.0', '38.666666666666664', '1']","['286.66666666666663', '29.333333333333332', '1']","['228.66666666666666', '240.66666666666666', '1']","['283.3333333333333', '238.0', '1']","['229.33333333333331', '259.3333333333333', '0']","['268.0', '264.0', '0']","['264.66666666666663', '267.3333333333333', '0']","['0.6666666666666666', '0.6666666666666666', '0']",2
"['220.0', '78.0', '1']","['207.33333333333331', '100.0', '1']","['234.0', '106.0', '1']","['195.33333333333331', '63.33333333333333', '1']","['242.66666666666666', '70.0', '1']","['196.0', '29.333333333333332', '1']","['250.66666666666666', '32.666666666666664', '1']","['180.66666666666666', '184.66666666666666', '1']","['217.33333333333331', '186.0', '1']","['178.66666666666666', '257.3333333333333', '0']","['201.33333333333331', '264.0', '0']","['202.66666666666666', '264.0', '0']","['225.33333333333331', '258.66666666666663', '0']",2
"['230.0', '58.0', '1']","['254.0', '88.66666666666666', '1']","['200.66666666666666', '87.33333333333333', '1']","['270.0', '72.66666666666666', '1']","['186.66666666666666', '68.0', '1']","['262.66666666666663', '32.666666666666664', '1']","['196.0', '32.666666666666664', '1']","['249.33333333333331', '165.33333333333331', '1']","['208.0', '165.33333333333331', '1']","['256.0', '220.0', '1']","['208.66666666666666', '224.66666666666666', '1']","['230.66666666666666', '260.0', '0']","['239.33333333333331', '252.0', '0']",2
"['219.5737704918033', '142.4262295081967', '1']","['170.61475409836066', '186.9344262295082', '1']","['261.11475409836066', '179.51639344262296', '1']","['121.65573770491802', '126.10655737704919', '1']","['326.39344262295083', '117.20491803278688', '1']","['102.3688524590164', '48.959016393442624', '1']","['351.61475409836066', '44.50819672131148', '1']","['169.1311475409836', '321.94262295081967', '0']","['256.6639344262295', '339.74590163934425', '0']","['1.4836065573770492', '1.4836065573770492', '0']","['1.4836065573770492', '1.4836065573770492', '0']","['1.4836065573770492', '1.4836065573770492', '0']","['1.4836065573770492', '1.4836065573770492', '0']",2
"['244.0', '124.66666666666666', '1']","['252.66666666666666', '136.66666666666666', '1']","['230.66666666666666', '132.66666666666666', '1']","['246.0', '110.0', '1']","['229.33333333333331', '115.33333333333333', '1']","['249.33333333333331', '96.66666666666666', '1']","['232.66666666666666', '94.0', '1']","['248.66666666666666', '173.33333333333331', '1']","['234.0', '173.33333333333331', '1']","['254.66666666666666', '206.66666666666666', '1']","['232.66666666666666', '211.33333333333331', '1']","['270.0', '224.66666666666666', '1']","['254.66666666666666', '227.33333333333331', '1']",2
"['278.25', '120.0', '1']","['264.0', '130.5', '1']","['290.25', '133.5', '1']","['253.5', '104.25', '1']","['297.75', '109.5', '1']","['251.25', '75.0', '1']","['296.25', '84.0', '1']","['273.0', '182.25', '1']","['294.0', '192.0', '1']","['255.75', '232.5', '1']","['277.5', '238.5', '1']","['238.5', '269.25', '1']","['261.0', '271.5', '1']",2
"['246.0', '102.75', '1']","['265.5', '123.75', '1']","['225.75', '117.75', '1']","['280.5', '91.5', '1']","['215.25', '93.75', '1']","['284.25', '57.75', '1']","['212.25', '59.25', '1']","['261.0', '180.75', '1']","['234.75', '191.25', '1']","['254.25', '257.25', '1']","['232.5', '252.0', '1']","['0.75', '0.75', '0']","['237.75', '295.5', '1']",2
"['238.66666666666666', '75.33333333333333', '1']","['227.33333333333331', '82.0', '1']","['253.33333333333331', '82.0', '1']","['206.0', '52.666666666666664', '1']","['270.66666666666663', '56.0', '1']","['197.33333333333331', '24.0', '1']","['284.66666666666663', '21.333333333333332', '1']","['222.66666666666666', '169.33333333333331', '1']","['259.3333333333333', '167.33333333333331', '1']","['218.66666666666666', '202.66666666666666', '1']","['262.66666666666663', '204.0', '1']","['216.66666666666666', '212.0', '0']","['265.3333333333333', '210.0', '0']",2
"['241.60000000000002', '147.20000000000002', '1']","['226.4', '161.60000000000002', '1']","['258.40000000000003', '160.0', '1']","['215.20000000000002', '140.0', '1']","['267.2', '132.0', '1']","['208.0', '108.80000000000001', '1']","['272.8', '104.0', '1']","['228.8', '244.0', '1']","['248.8', '239.20000000000002', '1']","['240.0', '296.8', '1']","['256.0', '292.8', '1']","['246.4', '341.6', '1']","['260.8', '338.40000000000003', '1']",2
"['285.75', '123.75', '1']","['266.25', '135.0', '1']","['304.5', '133.5', '1']","['257.25', '103.5', '1']","['316.5', '102.75', '1']","['255.75', '72.0', '1']","['319.5', '71.25', '1']","['270.75', '210.0', '1']","['309.0', '215.25', '1']","['267.75', '264.75', '1']","['302.25', '264.75', '1']","['268.5', '300.75', '1']","['296.25', '294.75', '1']",2
"['240.0', '182.0', '1']","['207.33333333333331', '218.66666666666666', '1']","['292.0', '214.66666666666666', '1']","['145.33333333333331', '180.66666666666666', '1']","['352.66666666666663', '179.33333333333331', '1']","['108.66666666666666', '118.66666666666666', '1']","['385.3333333333333', '118.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",2
"['284.66666666666663', '91.33333333333333', '1']","['291.3333333333333', '97.33333333333333', '1']","['278.66666666666663', '102.66666666666666', '1']","['296.66666666666663', '85.33333333333333', '1']","['270.66666666666663', '91.33333333333333', '1']","['297.3333333333333', '73.33333333333333', '1']","['266.0', '78.0', '1']","['300.0', '137.33333333333331', '1']","['287.3333333333333', '140.0', '1']","['307.3333333333333', '159.33333333333331', '1']","['289.3333333333333', '164.66666666666666', '1']","['310.66666666666663', '178.0', '1']","['294.0', '180.66666666666666', '1']",2
"['268.66666666666663', '93.33333333333333', '1']","['258.0', '105.33333333333333', '1']","['286.0', '102.0', '1']","['244.66666666666666', '84.66666666666666', '1']","['294.66666666666663', '82.66666666666666', '1']","['238.66666666666666', '64.0', '1']","['295.3333333333333', '62.0', '1']","['264.0', '164.66666666666666', '1']","['289.3333333333333', '162.0', '1']","['270.66666666666663', '203.33333333333331', '1']","['286.66666666666663', '201.33333333333331', '1']","['279.3333333333333', '206.0', '1']","['279.3333333333333', '206.66666666666666', '1']",2
"['248.0', '95.33333333333333', '1']","['233.33333333333331', '103.33333333333333', '1']","['264.66666666666663', '102.0', '1']","['224.66666666666666', '80.0', '1']","['270.0', '82.0', '1']","['226.0', '58.0', '1']","['270.0', '58.0', '1']","['237.33333333333331', '154.66666666666666', '1']","['262.0', '154.0', '1']","['238.66666666666666', '212.66666666666666', '1']","['262.66666666666663', '208.66666666666666', '1']","['243.33333333333331', '223.33333333333331', '1']","['252.66666666666666', '220.66666666666666', '1']",2
"['78.0', '46.5', '1']","['114.0', '87.0', '0']","['232.5', '48.0', '1']","['154.5', '129.0', '1']","['300.0', '162.0', '1']","['136.5', '220.5', '1']","['282.0', '271.5', '1']","['255.0', '139.5', '0']","['325.5', '103.5', '1']","['322.5', '138.0', '0']","['364.5', '124.5', '1']","['378.0', '105.0', '0']","['388.5', '121.5', '1']",6
"['255.0', '12.0', '1']","['145.5', '16.5', '1']","['351.0', '16.5', '1']","['114.0', '153.0', '1']","['369.0', '144.0', '1']","['93.0', '292.5', '1']","['394.5', '294.0', '1']","['181.5', '172.5', '1']","['297.0', '168.0', '1']","['220.5', '211.5', '1']","['267.0', '211.5', '1']","['229.5', '226.5', '0']","['255.0', '235.5', '0']",6
"['378.75', '98.25', '1']","['262.5', '106.5', '1']","['341.25', '66.0', '0']","['243.75', '194.25', '1']","['349.5', '150.75', '0']","['250.5', '274.5', '1']","['348.0', '207.0', '1']","['186.75', '90.0', '1']","['225.0', '72.75', '1']","['123.75', '112.5', '1']","['165.0', '84.0', '0']","['72.75', '90.75', '1']","['109.5', '79.5', '1']",6
"['246.0', '86.25', '1']","['213.0', '93.75', '1']","['0.75', '0.75', '0']","['213.75', '137.25', '1']","['0.75', '0.75', '0']","['229.5', '170.25', '1']","['0.75', '0.75', '0']","['141.0', '120.0', '1']","['0.75', '0.75', '0']","['90.75', '165.0', '1']","['0.75', '0.75', '0']","['28.5', '197.25', '1']","['0.75', '0.75', '0']",6
"['159.0', '235.5', '1']","['1.5', '1.5', '0']","['199.5', '259.5', '1']","['1.5', '1.5', '0']","['202.5', '306.0', '1']","['184.5', '328.5', '0']","['1.5', '1.5', '0']","['286.5', '252.0', '0']","['291.0', '274.5', '1']","['1.5', '1.5', '0']","['372.0', '312.0', '1']","['1.5', '1.5', '0']","['442.5', '315.0', '1']",6
"['381', '179', '1']","['326', '195', '1']","['1', '1', '0']","['320', '244', '1']","['1', '1', '0']","['327', '296', '1']","['1', '1', '0']","['228', '211', '1']","['1', '1', '0']","['163', '250', '1']","['1', '1', '0']","['73', '253', '1']","['75', '236', '1']",6
"['391.5', '136.5', '1']","['349.5', '144.0', '1']","['1.5', '1.5', '0']","['343.5', '189.0', '1']","['367.5', '199.5', '0']","['349.5', '237.0', '1']","['376.5', '231.0', '0']","['271.5', '165.0', '1']","['1.5', '1.5', '0']","['217.5', '199.5', '1']","['1.5', '1.5', '0']","['153.0', '223.5', '1']","['1.5', '1.5', '0']",6
"['279.75', '138.0', '1']","['0.75', '0.75', '0']","['270.75', '150.0', '1']","['0.75', '0.75', '0']","['277.5', '140.25', '1']","['0.75', '0.75', '0']","['276.75', '137.25', '0']","['0.75', '0.75', '0']","['243.75', '147.0', '1']","['0.75', '0.75', '0']","['232.5', '131.25', '1']","['0.75', '0.75', '0']","['218.25', '147.0', '1']",6
"['318.0', '149.25', '1']","['276.0', '152.25', '1']","['309.75', '176.25', '0']","['270.75', '205.5', '1']","['300.75', '201.0', '1']","['268.5', '241.5', '1']","['297.75', '227.25', '1']","['216.0', '165.75', '1']","['233.25', '186.75', '0']","['172.5', '201.0', '1']","['0.75', '0.75', '0']","['132.75', '219.0', '1']","['162.75', '217.5', '1']",6
"['132.0', '74.25', '1']","['0.75', '0.75', '0']","['185.25', '109.5', '1']","['203.25', '123.0', '0']","['189.0', '167.25', '1']","['0.75', '0.75', '0']","['191.25', '211.5', '1']","['0.75', '0.75', '0']","['279.0', '117.75', '1']","['0.75', '0.75', '0']","['341.25', '157.5', '1']","['396.75', '149.25', '1']","['406.5', '176.25', '1']",6
"['396.0', '74.66666666666666', '1']","['334.66666666666663', '78.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['316.66666666666663', '141.33333333333331', '1']","['306.0', '131.33333333333331', '0']","['319.3333333333333', '194.66666666666666', '1']","['308.0', '181.33333333333331', '0']","['251.33333333333331', '130.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['165.33333333333331', '163.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['104.0', '170.0', '1']","['106.0', '154.66666666666666', '1']",6
"['252.0', '124.0', '1']","['220.0', '135.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['212.66666666666666', '166.0', '1']","['241.33333333333331', '158.0', '1']","['214.66666666666666', '195.33333333333331', '1']","['243.33333333333331', '182.0', '0']","['180.0', '144.66666666666666', '1']","['185.33333333333331', '126.66666666666666', '1']","['143.33333333333331', '149.33333333333331', '1']","['152.66666666666666', '145.33333333333331', '0']","['122.0', '158.66666666666666', '1']","['126.0', '156.66666666666666', '0']",6
"['171.0', '175.5', '1']","['0.75', '0.75', '0']","['201.75', '183.75', '1']","['205.5', '207.75', '0']","['202.5', '224.25', '1']","['0.75', '0.75', '0']","['196.5', '257.25', '1']","['264.75', '188.25', '0']","['251.25', '193.5', '1']","['309.75', '208.5', '1']","['313.5', '219.0', '1']","['363.0', '225.75', '1']","['365.25', '233.25', '1']",6
"['350.0', '146.66666666666666', '1']","['307.3333333333333', '162.66666666666666', '1']","['318.0', '158.66666666666666', '0']","['294.0', '207.33333333333331', '1']","['312.0', '187.33333333333331', '1']","['293.3333333333333', '243.33333333333331', '1']","['308.0', '213.33333333333331', '1']","['245.33333333333331', '166.66666666666666', '1']","['256.0', '152.66666666666666', '1']","['188.66666666666666', '211.33333333333331', '1']","['208.66666666666666', '187.33333333333331', '1']","['134.0', '208.66666666666666', '1']","['172.66666666666666', '181.33333333333331', '1']",6
"['366.0', '221.25', '1']","['335.25', '234.75', '1']","['316.5', '229.5', '0']","['327.75', '287.25', '1']","['285.0', '267.75', '0']","['336.0', '336.75', '1']","['301.5', '307.5', '0']","['235.5', '258.0', '1']","['221.25', '245.25', '1']","['160.5', '291.75', '1']","['162.0', '288.75', '0']","['77.25', '309.0', '1']","['76.5', '298.5', '1']",6
"['51.75', '241.5', '1']","['0.75', '0.75', '0']","['78.0', '236.25', '1']","['97.5', '291.0', '0']","['90.0', '271.5', '1']","['86.25', '301.5', '0']","['93.75', '312.0', '1']","['0.75', '0.75', '0']","['144.75', '259.5', '1']","['47.25', '134.25', '0']","['200.25', '269.25', '1']","['47.25', '134.25', '0']","['250.5', '282.75', '1']",6
"['333.75', '252.0', '1']","['301.5', '261.75', '1']","['314.25', '294.75', '0']","['298.5', '297.75', '1']","['313.5', '292.5', '1']","['299.25', '339.75', '1']","['313.5', '318.0', '1']","['240.0', '283.5', '1']","['234.75', '276.75', '0']","['180.75', '306.0', '1']","['183.75', '294.75', '1']","['121.5', '304.5', '1']","['129.75', '294.75', '1']",6
"['90.0', '216.0', '1']","['117.75', '234.75', '0']","['140.25', '226.5', '1']","['128.25', '272.25', '1']","['144.75', '282.0', '1']","['126.75', '302.25', '0']","['143.25', '331.5', '1']","['184.5', '219.0', '0']","['201.0', '235.5', '1']","['270.0', '235.5', '0']","['266.25', '255.0', '1']","['305.25', '263.25', '0']","['317.25', '267.0', '1']",6
"['157.5', '235.5', '1']","['1.5', '1.5', '0']","['199.5', '256.5', '1']","['1.5', '1.5', '0']","['199.5', '313.5', '1']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['1.5', '1.5', '0']","['291.0', '279.0', '1']","['1.5', '1.5', '0']","['370.5', '304.5', '1']","['1.5', '1.5', '0']","['447.0', '316.5', '1']",6
"['279.0', '200.25', '1']","['243.75', '219.0', '1']","['0.75', '0.75', '0']","['229.5', '249.75', '1']","['251.25', '250.5', '1']","['237.75', '283.5', '1']","['252.75', '277.5', '1']","['194.25', '241.5', '1']","['0.75', '0.75', '0']","['157.5', '258.75', '1']","['0.75', '0.75', '0']","['105.75', '265.5', '1']","['0.75', '0.75', '0']",6
"['192.0', '215.25', '1']","['0.75', '0.75', '0']","['214.5', '224.25', '1']","['234.0', '250.5', '0']","['222.75', '246.75', '1']","['0.75', '0.75', '0']","['227.25', '274.5', '1']","['0.75', '0.75', '0']","['269.25', '234.0', '1']","['0.75', '0.75', '0']","['307.5', '251.25', '1']","['0.75', '0.75', '0']","['356.25', '258.0', '1']",6
