head,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,action
"['225.33333333333331', '67.33333333333333', '1']","['208.0', '98.66666666666666', '1']","['245.33333333333331', '97.33333333333333', '1']","['205.33333333333331', '132.66666666666666', '1']","['250.0', '128.0', '1']","['202.0', '160.0', '1']","['252.66666666666666', '160.66666666666666', '1']","['215.33333333333331', '160.0', '1']","['239.33333333333331', '160.0', '1']","['218.66666666666666', '208.66666666666666', '1']","['242.0', '209.33333333333331', '1']","['224.0', '244.0', '1']","['238.66666666666666', '246.0', '1']",9
"['247', '82', '1']","['222', '117', '1']","['274', '116', '1']","['219', '163', '1']","['276', '169', '1']","['216', '195', '1']","['281', '201', '1']","['226', '178', '1']","['269', '181', '1']","['237', '241', '1']","['256', '246', '1']","['240', '305', '1']","['254', '300', '1']",9
"['241.33333333333331', '54.666666666666664', '1']","['218.0', '91.33333333333333', '1']","['265.3333333333333', '92.66666666666666', '1']","['216.66666666666666', '125.33333333333333', '1']","['267.3333333333333', '126.66666666666666', '1']","['217.33333333333331', '150.66666666666666', '1']","['262.0', '149.33333333333331', '1']","['227.33333333333331', '148.66666666666666', '1']","['254.66666666666666', '148.0', '1']","['228.66666666666666', '202.0', '1']","['244.66666666666666', '204.66666666666666', '1']","['232.66666666666666', '252.0', '1']","['248.66666666666666', '252.0', '1']",9
"['231.0', '73.5', '1']","['220.5', '103.5', '1']","['244.5', '102.0', '1']","['216.0', '144.0', '0']","['255.0', '144.0', '1']","['207.0', '168.0', '0']","['246.0', '172.5', '1']","['216.0', '163.5', '1']","['232.5', '163.5', '1']","['220.5', '222.0', '1']","['234.0', '219.0', '1']","['232.5', '265.5', '1']","['244.5', '270.0', '1']",9
"['225.0', '75.0', '1']","['208.5', '114.0', '1']","['240.0', '117.0', '1']","['205.5', '156.0', '1']","['240.0', '153.0', '1']","['199.5', '190.5', '1']","['243.0', '198.0', '1']","['210.0', '186.0', '1']","['232.5', '186.0', '1']","['213.0', '244.5', '1']","['231.0', '241.5', '1']","['211.5', '291.0', '1']","['228.0', '295.5', '1']",9
"['210.0', '96.75', '1']","['0.75', '0.75', '0']","['206.25', '120.75', '1']","['0.75', '0.75', '0']","['196.5', '84.0', '1']","['207.0', '63.0', '1']","['192.0', '51.0', '1']","['0.75', '0.75', '0']","['189.75', '181.5', '1']","['201.75', '246.75', '1']","['187.5', '253.5', '1']","['203.25', '297.0', '1']","['195.75', '295.5', '1']",2
"['251.33333333333331', '90.66666666666666', '1']","['256.66666666666663', '100.66666666666666', '1']","['235.33333333333331', '105.33333333333333', '1']","['268.66666666666663', '70.66666666666666', '1']","['224.0', '86.0', '1']","['272.66666666666663', '48.666666666666664', '1']","['222.0', '54.0', '1']","['257.3333333333333', '158.66666666666666', '1']","['235.33333333333331', '157.33333333333331', '1']","['238.0', '220.0', '1']","['221.33333333333331', '220.0', '1']","['218.66666666666666', '259.3333333333333', '1']","['208.0', '252.0', '1']",2
"['135', '168', '1']","['112', '189', '1']","['154', '189', '1']","['91', '162', '1']","['152', '158', '1']","['94', '124', '1']","['154', '119', '1']","['91', '262', '1']","['133', '264', '1']","['92', '337', '1']","['128', '345', '1']","['108', '388', '1']","['145', '392', '1']",2
"['146', '171', '1']","['166', '200', '1']","['121', '199', '1']","['181', '153', '1']","['105', '148', '1']","['194', '92', '1']","['94', '84', '1']","['162', '265', '1']","['119', '264', '1']","['166', '340', '1']","['108', '337', '1']","['143', '369', '1']","['151', '385', '1']",2
"['258.0', '60.666666666666664', '1']","['279.3333333333333', '90.0', '1']","['230.66666666666666', '83.33333333333333', '1']","['285.3333333333333', '56.0', '1']","['214.66666666666666', '54.666666666666664', '1']","['292.0', '18.666666666666664', '1']","['205.33333333333331', '15.333333333333332', '1']","['272.66666666666663', '174.0', '1']","['237.33333333333331', '173.33333333333331', '1']","['265.3333333333333', '229.33333333333331', '1']","['238.0', '232.66666666666666', '1']","['264.66666666666663', '243.33333333333331', '0']","['237.33333333333331', '250.0', '0']",2
"['248.0', '86.0', '1']","['260.66666666666663', '104.66666666666666', '1']","['232.0', '106.0', '1']","['281.3333333333333', '74.66666666666666', '1']","['203.33333333333331', '75.33333333333333', '1']","['286.0', '40.666666666666664', '1']","['195.33333333333331', '40.666666666666664', '1']","['268.66666666666663', '196.0', '1']","['226.66666666666666', '201.33333333333331', '1']","['254.66666666666666', '256.0', '1']","['237.33333333333331', '258.0', '1']","['254.66666666666666', '261.3333333333333', '0']","['0.6666666666666666', '0.6666666666666666', '0']",2
"['128', '149', '1']","['104', '169', '1']","['153', '171', '1']","['87', '132', '1']","['178', '134', '1']","['90', '88', '1']","['173', '87', '1']","['119', '262', '1']","['149', '264', '1']","['116', '339', '1']","['145', '338', '1']","['121', '405', '1']","['142', '399', '1']",2
"['243.75', '153.75', '1']","['225.0', '172.5', '1']","['249.75', '169.5', '1']","['204.0', '150.75', '1']","['253.5', '144.0', '1']","['203.25', '114.0', '1']","['252.75', '93.75', '1']","['213.75', '265.5', '1']","['239.25', '261.75', '1']","['230.25', '312.75', '0']","['253.5', '315.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",2
"['258.0', '95.33333333333333', '1']","['270.0', '118.66666666666666', '1']","['243.33333333333331', '114.66666666666666', '1']","['282.66666666666663', '89.33333333333333', '1']","['228.66666666666666', '86.0', '1']","['283.3333333333333', '54.666666666666664', '1']","['229.33333333333331', '56.0', '1']","['270.0', '169.33333333333331', '1']","['237.33333333333331', '168.66666666666666', '1']","['269.3333333333333', '225.33333333333331', '1']","['234.66666666666666', '226.66666666666666', '1']","['264.0', '234.66666666666666', '0']","['239.33333333333331', '234.0', '0']",2
"['226.66666666666666', '104.66666666666666', '1']","['260.66666666666663', '141.33333333333331', '1']","['199.33333333333331', '142.66666666666666', '1']","['284.66666666666663', '86.0', '1']","['163.33333333333331', '84.66666666666666', '1']","['301.3333333333333', '32.666666666666664', '1']","['146.0', '29.333333333333332', '1']","['263.3333333333333', '247.33333333333331', '1']","['202.66666666666666', '252.0', '1']","['264.0', '261.3333333333333', '0']","['209.33333333333331', '260.0', '0']","['0.6666666666666666', '0.6666666666666666', '0']","['0.6666666666666666', '0.6666666666666666', '0']",2
"['257.3333333333333', '77.33333333333333', '1']","['271.3333333333333', '99.33333333333333', '1']","['234.0', '96.66666666666666', '1']","['282.0', '81.33333333333333', '1']","['199.33333333333331', '74.66666666666666', '1']","['283.3333333333333', '48.0', '1']","['200.66666666666666', '30.666666666666664', '1']","['253.33333333333331', '192.0', '1']","['214.66666666666666', '191.33333333333331', '1']","['233.33333333333331', '258.66666666666663', '1']","['206.0', '259.3333333333333', '1']","['210.0', '260.66666666666663', '0']","['199.33333333333331', '265.3333333333333', '0']",2
"['246.0', '90.0', '1']","['235.33333333333331', '98.66666666666666', '1']","['258.66666666666663', '96.66666666666666', '1']","['232.0', '77.33333333333333', '1']","['260.66666666666663', '78.0', '1']","['232.66666666666666', '59.33333333333333', '1']","['261.3333333333333', '62.666666666666664', '1']","['239.33333333333331', '140.0', '1']","['254.0', '140.0', '1']","['240.66666666666666', '172.66666666666666', '1']","['255.33333333333331', '170.66666666666666', '1']","['242.0', '199.33333333333331', '1']","['253.33333333333331', '197.33333333333331', '1']",2
"['260.66666666666663', '99.33333333333333', '1']","['281.3333333333333', '121.33333333333333', '1']","['238.66666666666666', '125.33333333333333', '1']","['290.66666666666663', '86.0', '1']","['224.66666666666666', '84.66666666666666', '1']","['291.3333333333333', '48.666666666666664', '1']","['220.0', '48.0', '1']","['282.0', '204.0', '1']","['236.0', '206.0', '1']","['272.0', '264.0', '0']","['251.33333333333331', '264.66666666666663', '0']","['264.0', '266.0', '0']","['252.66666666666666', '262.0', '0']",2
"['215.25', '96.0', '1']","['240.0', '123.75', '1']","['201.75', '122.25', '1']","['274.5', '95.25', '1']","['170.25', '84.0', '1']","['294.75', '51.0', '1']","['147.0', '50.25', '1']","['229.5', '206.25', '1']","['206.25', '195.75', '1']","['216.75', '281.25', '1']","['200.25', '279.75', '1']","['182.25', '341.25', '1']","['199.5', '348.0', '1']",2
"['186.9344262295082', '149.84426229508196', '1']","['224.02459016393442', '161.71311475409837', '1']","['1.4836065573770492', '1.4836065573770492', '0']","['252.21311475409837', '114.23770491803279', '1']","['178.0327868852459', '118.68852459016394', '0']","['270.0163934426229', '57.86065573770492', '1']","['167.64754098360655', '77.14754098360656', '0']","['237.37704918032787', '235.89344262295083', '1']","['192.86885245901638', '232.9262295081967', '1']","['228.47540983606558', '335.2950819672131', '1']","['1.4836065573770492', '1.4836065573770492', '0']","['160.2295081967213', '321.94262295081967', '1']","['1.4836065573770492', '1.4836065573770492', '0']",2
"['172.0', '92.0', '1']","['168.0', '114.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['167.33333333333331', '76.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['164.0', '45.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['176.66666666666666', '178.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['176.0', '232.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['128.66666666666666', '228.66666666666666', '1']","['132.66666666666666', '238.66666666666666', '1']",2
"['275.3333333333333', '93.33333333333333', '1']","['260.0', '113.33333333333333', '1']","['296.66666666666663', '114.66666666666666', '1']","['248.66666666666666', '85.33333333333333', '1']","['304.66666666666663', '83.33333333333333', '1']","['246.0', '46.0', '1']","['304.66666666666663', '51.33333333333333', '1']","['262.66666666666663', '195.33333333333331', '1']","['298.0', '194.66666666666666', '1']","['272.66666666666663', '262.66666666666663', '0']","['288.66666666666663', '264.66666666666663', '0']","['299.3333333333333', '255.33333333333331', '0']","['288.0', '260.0', '0']",2
"['251.25', '125.25', '1']","['262.5', '142.5', '1']","['240.75', '144.75', '1']","['276.75', '126.75', '1']","['227.25', '125.25', '1']","['276.75', '108.75', '1']","['225.0', '108.0', '1']","['261.75', '191.25', '1']","['240.0', '189.75', '1']","['259.5', '222.75', '1']","['238.5', '219.75', '1']","['261.0', '249.75', '1']","['239.25', '250.5', '1']",2
"['234.66666666666666', '119.33333333333333', '1']","['220.0', '133.33333333333331', '1']","['247.33333333333331', '128.66666666666666', '1']","['212.0', '84.0', '1']","['256.66666666666663', '88.66666666666666', '1']","['213.33333333333331', '42.666666666666664', '1']","['258.0', '43.33333333333333', '1']","['218.66666666666666', '220.66666666666666', '1']","['251.33333333333331', '219.33333333333331', '1']","['212.0', '302.66666666666663', '1']","['270.66666666666663', '298.66666666666663', '1']","['239.33333333333331', '253.33333333333331', '0']","['238.66666666666666', '282.0', '0']",2
"['124', '172', '1']","['149', '192', '1']","['108', '197', '1']","['163', '141', '1']","['93', '143', '1']","['175', '99', '1']","['80', '97', '1']","['155', '282', '1']","['109', '285', '1']","['149', '357', '1']","['114', '359', '1']","['140', '418', '1']","['110', '422', '1']",2
"['264.66666666666663', '123.33333333333333', '1']","['282.66666666666663', '140.0', '1']","['244.66666666666666', '142.0', '1']","['302.0', '114.0', '1']","['217.33333333333331', '112.66666666666666', '1']","['308.66666666666663', '80.66666666666666', '1']","['210.0', '77.33333333333333', '1']","['284.66666666666663', '206.66666666666666', '1']","['247.33333333333331', '207.33333333333331', '1']","['276.66666666666663', '262.0', '0']","['257.3333333333333', '262.0', '0']","['271.3333333333333', '258.66666666666663', '0']","['261.3333333333333', '264.66666666666663', '0']",2
"['234.0', '96.0', '1']","['220.66666666666666', '106.0', '1']","['243.33333333333331', '105.33333333333333', '1']","['200.66666666666666', '90.0', '1']","['258.66666666666663', '93.33333333333333', '1']","['199.33333333333331', '62.0', '1']","['263.3333333333333', '64.66666666666666', '1']","['212.0', '162.66666666666666', '1']","['234.66666666666666', '162.66666666666666', '1']","['204.66666666666666', '206.0', '1']","['239.33333333333331', '207.33333333333331', '1']","['215.33333333333331', '211.33333333333331', '1']","['230.66666666666666', '210.0', '1']",2
"['313', '208', '1']","['1', '1', '0']","['252', '232', '1']","['273', '176', '1']","['235', '161', '1']","['284', '128', '0']","['229', '83', '1']","['1', '1', '0']","['209', '348', '0']","['1', '1', '0']","['125', '320', '0']","['1', '1', '0']","['1', '1', '0']",2
"['240.66666666666666', '80.66666666666666', '1']","['222.66666666666666', '94.66666666666666', '1']","['252.0', '92.66666666666666', '1']","['208.66666666666666', '74.0', '1']","['265.3333333333333', '71.33333333333333', '1']","['207.33333333333331', '46.0', '1']","['269.3333333333333', '49.33333333333333', '1']","['224.66666666666666', '145.33333333333331', '1']","['257.3333333333333', '148.66666666666666', '1']","['234.0', '194.66666666666666', '1']","['260.0', '197.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['240.66666666666666', '196.66666666666666', '0']",2
"['230.66666666666666', '84.66666666666666', '1']","['206.66666666666666', '90.0', '1']","['252.66666666666666', '93.33333333333333', '1']","['181.33333333333331', '65.33333333333333', '1']","['275.3333333333333', '66.66666666666666', '1']","['167.33333333333331', '41.33333333333333', '1']","['300.0', '34.666666666666664', '1']","['198.66666666666666', '204.66666666666666', '1']","['239.33333333333331', '205.33333333333331', '1']","['191.33333333333331', '248.0', '1']","['267.3333333333333', '262.66666666666663', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['279.3333333333333', '248.66666666666666', '1']",2
"['117.35416666666666', '57.3125', '1']","['129.63541666666666', '125.54166666666666', '0']","['203.32291666666666', '115.98958333333333', '1']","['129.63541666666666', '167.84375', '1']","['211.51041666666666', '181.48958333333331', '1']","['115.98958333333333', '214.23958333333331', '0']","['206.05208333333331', '279.7395833333333', '1']","['259.2708333333333', '137.82291666666666', '0']","['302.9375', '120.08333333333333', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['341.1458333333333', '147.375', '1']","['1.3645833333333333', '1.3645833333333333', '0']","['395.72916666666663', '176.03125', '1']",6
"['240', '51', '1']","['200', '92', '1']","['292', '90', '1']","['155', '152', '1']","['336', '163', '1']","['141', '217', '1']","['344', '217', '1']","['219', '171', '1']","['286', '168', '1']","['221', '200', '1']","['275', '198', '0']","['216', '222', '1']","['274', '223', '1']",6
"['332.0', '34.0', '1']","['320.66666666666663', '55.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['318.66666666666663', '92.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['320.0', '124.66666666666666', '1']","['281.3333333333333', '122.0', '1']","['245.33333333333331', '67.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['193.33333333333331', '95.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['139.33333333333331', '117.33333333333333', '1']","['0.6666666666666666', '0.6666666666666666', '0']",6
"['186.75', '99.0', '1']","['0.75', '0.75', '0']","['228.0', '123.75', '1']","['200.25', '160.5', '1']","['247.5', '173.25', '1']","['193.5', '192.75', '1']","['246.75', '211.5', '1']","['279.75', '143.25', '0']","['314.25', '137.25', '1']","['328.5', '170.25', '0']","['359.25', '165.0', '1']","['381.0', '156.0', '0']","['406.5', '171.0', '1']",6
"['329.25', '142.5', '1']","['286.5', '150.75', '1']","['0.75', '0.75', '0']","['261.0', '209.25', '1']","['286.5', '195.0', '0']","['258.75', '259.5', '1']","['285.0', '223.5', '1']","['210.0', '181.5', '1']","['207.75', '175.5', '0']","['119.25', '198.75', '1']","['144.0', '180.0', '0']","['72.75', '195.0', '1']","['99.75', '180.0', '1']",6
"['332.25', '249.0', '1']","['300.75', '257.25', '1']","['308.25', '291.75', '0']","['291.75', '295.5', '1']","['307.5', '291.0', '1']","['294.75', '337.5', '1']","['306.0', '318.75', '1']","['251.25', '284.25', '1']","['0.75', '0.75', '0']","['185.25', '303.0', '1']","['189.0', '302.25', '0']","['128.25', '303.0', '1']","['134.25', '293.25', '0']",6
"['141.0', '179.25', '1']","['0.75', '0.75', '0']","['162.75', '192.0', '1']","['157.5', '219.0', '1']","['168.0', '216.0', '1']","['157.5', '242.25', '1']","['167.25', '246.75', '1']","['200.25', '228.75', '0']","['207.0', '210.0', '1']","['0.75', '0.75', '0']","['244.5', '226.5', '1']","['0.75', '0.75', '0']","['285.75', '225.75', '1']",6
"['200.66666666666666', '102.66666666666666', '1']","['225.33333333333331', '114.0', '1']","['190.66666666666666', '113.33333333333333', '1']","['244.0', '154.66666666666666', '0']","['182.0', '143.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['174.0', '176.66666666666666', '1']","['242.0', '150.0', '1']","['218.0', '152.0', '1']","['264.0', '178.66666666666666', '1']","['230.66666666666666', '176.0', '1']","['290.0', '197.33333333333331', '1']","['240.66666666666666', '194.0', '1']",6
"['161.33333333333331', '202.66666666666666', '1']","['162.0', '221.33333333333331', '0']","['199.33333333333331', '214.0', '1']","['162.66666666666666', '237.33333333333331', '1']","['219.33333333333331', '242.0', '1']","['160.66666666666666', '261.3333333333333', '1']","['223.33333333333331', '270.0', '0']","['207.33333333333331', '233.33333333333331', '0']","['227.33333333333331', '218.66666666666666', '1']","['235.33333333333331', '230.0', '0']","['250.66666666666666', '230.0', '1']","['258.0', '220.0', '1']","['268.66666666666663', '224.66666666666666', '1']",6
"['197.25', '170.25', '1']","['0.75', '0.75', '0']","['221.25', '185.25', '1']","['219.75', '205.5', '1']","['230.25', '210.75', '1']","['220.5', '229.5', '1']","['230.25', '240.75', '1']","['0.75', '0.75', '0']","['262.5', '192.0', '1']","['0.75', '0.75', '0']","['298.5', '211.5', '1']","['336.0', '215.25', '0']","['345.75', '222.75', '1']",6
"['180.0', '241.36363636363635', '1']","['189.54545454545453', '278.1818181818182', '0']","['205.9090909090909', '250.90909090909088', '1']","['199.09090909090907', '283.6363636363636', '1']","['211.36363636363635', '286.3636363636363', '1']","['193.63636363636363', '306.8181818181818', '1']","['212.72727272727272', '320.45454545454544', '1']","['1.3636363636363635', '1.3636363636363635', '0']","['263.1818181818182', '271.3636363636363', '1']","['1.3636363636363635', '1.3636363636363635', '0']","['291.8181818181818', '285.0', '1']","['1.3636363636363635', '1.3636363636363635', '0']","['338.18181818181813', '287.7272727272727', '1']",6
"['159.75', '129.75', '1']","['0.75', '0.75', '0']","['188.25', '135.0', '1']","['184.5', '162.75', '1']","['195.0', '163.5', '1']","['186.0', '181.5', '1']","['196.5', '189.75', '1']","['0.75', '0.75', '0']","['228.75', '150.0', '1']","['0.75', '0.75', '0']","['260.25', '162.0', '1']","['0.75', '0.75', '0']","['303.0', '168.0', '1']",6
"['398.66666666666663', '56.0', '1']","['351.3333333333333', '72.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['349.3333333333333', '142.0', '1']","['333.3333333333333', '144.0', '1']","['356.66666666666663', '203.33333333333331', '1']","['339.3333333333333', '193.33333333333331', '1']","['237.33333333333331', '120.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['168.0', '150.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['66.0', '164.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']",6
"['162.75', '190.5', '1']","['178.5', '230.25', '0']","['211.5', '207.75', '1']","['186.75', '243.75', '0']","['221.25', '249.0', '1']","['183.0', '285.0', '1']","['222.0', '298.5', '1']","['0.75', '0.75', '0']","['277.5', '237.75', '1']","['311.25', '256.5', '0']","['323.25', '256.5', '1']","['333.0', '252.0', '0']","['369.0', '249.0', '1']",6
"['342.75', '240.0', '1']","['302.25', '249.75', '1']","['315.0', '219.75', '1']","['291.75', '300.75', '1']","['315.75', '277.5', '1']","['285.0', '348.75', '1']","['315.75', '318.0', '1']","['248.25', '255.0', '1']","['0.75', '0.75', '0']","['205.5', '279.0', '1']","['212.25', '276.75', '0']","['171.0', '286.5', '1']","['176.25', '278.25', '0']",6
"['382.0', '93.33333333333333', '1']","['332.66666666666663', '89.33333333333333', '1']","['342.0', '70.66666666666666', '1']","['314.66666666666663', '161.33333333333331', '1']","['332.0', '124.66666666666666', '1']","['312.0', '216.66666666666666', '1']","['329.3333333333333', '157.33333333333331', '1']","['233.33333333333331', '106.66666666666666', '1']","['248.66666666666666', '88.0', '1']","['154.66666666666666', '130.0', '1']","['166.66666666666666', '102.66666666666666', '1']","['95.33333333333333', '143.33333333333331', '1']","['122.0', '117.33333333333333', '1']",6
"['136.66666666666666', '113.33333333333333', '1']","['120.66666666666666', '114.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['122.66666666666666', '142.0', '1']","['126.66666666666666', '140.0', '0']","['124.66666666666666', '169.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['97.33333333333333', '131.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['67.33333333333333', '148.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['42.0', '149.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']",6
"['347.3333333333333', '159.33333333333331', '1']","['303.3333333333333', '174.0', '1']","['350.66666666666663', '186.66666666666666', '0']","['295.3333333333333', '217.33333333333331', '1']","['342.0', '211.33333333333331', '1']","['293.3333333333333', '255.33333333333331', '1']","['340.0', '243.33333333333331', '1']","['272.66666666666663', '196.0', '1']","['300.0', '190.66666666666666', '0']","['238.0', '210.66666666666666', '1']","['248.0', '214.66666666666666', '0']","['211.33333333333331', '218.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']",6
"['323.3333333333333', '122.66666666666666', '1']","['254.0', '118.0', '1']","['309.3333333333333', '156.0', '0']","['235.33333333333331', '194.66666666666666', '1']","['318.66666666666663', '173.33333333333331', '1']","['225.33333333333331', '248.0', '1']","['337.3333333333333', '216.66666666666666', '1']","['189.33333333333331', '149.33333333333331', '1']","['225.33333333333331', '136.0', '0']","['156.66666666666666', '168.66666666666666', '1']","['171.33333333333331', '141.33333333333331', '0']","['116.66666666666666', '174.0', '1']","['142.66666666666666', '165.33333333333331', '0']",6
"['334.0', '174.66666666666666', '1']","['302.66666666666663', '178.66666666666666', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['284.0', '206.0', '1']","['340.66666666666663', '196.66666666666666', '1']","['280.66666666666663', '226.66666666666666', '1']","['344.66666666666663', '220.0', '1']","['280.66666666666663', '187.33333333333331', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['268.66666666666663', '196.0', '1']","['0.6666666666666666', '0.6666666666666666', '0']","['256.66666666666663', '196.0', '1']","['267.3333333333333', '192.0', '0']",6
"['378.0', '155.25', '1']","['318.0', '153.75', '1']","['0.75', '0.75', '0']","['307.5', '221.25', '1']","['332.25', '198.75', '1']","['306.75', '275.25', '1']","['337.5', '240.0', '1']","['216.0', '163.5', '1']","['0.75', '0.75', '0']","['162.0', '192.0', '1']","['0.75', '0.75', '0']","['101.25', '210.0', '1']","['101.25', '200.25', '0']",6
"['227.25', '162.75', '1']","['194.25', '174.75', '1']","['270.0', '176.25', '1']","['180.75', '237.75', '1']","['288.0', '238.5', '1']","['162.0', '285.0', '1']","['305.25', '286.5', '1']","['223.5', '162.0', '0']","['255.0', '168.0', '0']","['228.75', '193.5', '0']","['251.25', '192.75', '0']","['233.25', '178.5', '0']","['249.75', '181.5', '0']",6
"['166', '236', '1']","['1', '1', '0']","['197', '240', '1']","['208', '251', '0']","['204', '279', '1']","['1', '1', '0']","['199', '318', '1']","['1', '1', '0']","['277', '261', '1']","['322', '261', '1']","['324', '275', '1']","['1', '1', '0']","['392', '282', '1']",6
"['292.13114754098365', '46.52459016393443', '1']","['227.21311475409837', '67.08196721311477', '1']","['331.0819672131148', '67.08196721311477', '1']","['198.00000000000003', '138.49180327868854', '1']","['351.63934426229514', '135.24590163934428', '1']","['179.6065573770492', '210.98360655737707', '1']","['364.62295081967216', '204.49180327868854', '1']","['227.21311475409837', '156.88524590163937', '1']","['287.80327868852464', '164.45901639344262', '1']","['239.11475409836066', '191.5081967213115', '1']","['269.4098360655738', '190.42622950819674', '1']","['1.0819672131147542', '1.0819672131147542', '0']","['1.0819672131147542', '1.0819672131147542', '0']",6
"['232.5', '31.5', '1']","['145.5', '60.0', '1']","['317.25', '60.75', '1']","['71.25', '180.75', '1']","['382.5', '177.75', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['178.5', '135.75', '1']","['242.25', '133.5', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['0.75', '0.75', '0']",6
"['130.5', '198.0', '1']","['1.5', '1.5', '0']","['169.5', '190.5', '1']","['1.5', '1.5', '0']","['192.0', '247.5', '1']","['1.5', '1.5', '0']","['180.0', '295.5', '1']","['1.5', '1.5', '0']","['289.5', '187.5', '1']","['346.5', '208.5', '1']","['349.5', '231.0', '1']","['421.5', '232.5', '1']","['424.5', '246.0', '1']",6
"['239.25', '36.0', '1']","['210.0', '56.25', '1']","['321.75', '42.0', '1']","['198.75', '144.75', '1']","['343.5', '141.0', '1']","['185.25', '200.25', '1']","['358.5', '212.25', '1']","['270.75', '130.5', '1']","['320.25', '128.25', '1']","['0.75', '0.75', '0']","['0.75', '0.75', '0']","['388.5', '117.75', '0']","['363.75', '124.5', '0']",6
"['457.5', '223.5', '1']","['268.5', '109.5', '0']","['417.75', '243.0', '1']","['343.5', '146.25', '1']","['397.5', '151.5', '1']","['0.75', '0.75', '0']","['349.5', '146.25', '0']","['265.5', '189.75', '1']","['275.25', '237.0', '1']","['174.0', '139.5', '1']","['181.5', '155.25', '1']","['93.75', '222.75', '1']","['105.0', '250.5', '1']",10
"['373.5', '216.0', '1']","['310.5', '189.0', '0']","['357.75', '252.75', '1']","['311.25', '196.5', '0']","['372.75', '279.0', '1']","['344.25', '187.5', '0']","['384.75', '235.5', '1']","['0.75', '0.75', '0']","['248.25', '252.0', '1']","['175.5', '152.25', '1']","['177.75', '165.75', '1']","['0.75', '0.75', '0']","['120.0', '270.75', '1']",10
"['435.75', '196.5', '1']","['0.75', '0.75', '0']","['425.25', '225.75', '1']","['401.25', '180.0', '1']","['466.5', '204.0', '1']","['0.75', '0.75', '0']","['385.5', '116.25', '0']","['0.75', '0.75', '0']","['287.25', '212.25', '1']","['0.75', '0.75', '0']","['218.25', '150.75', '1']","['0.75', '0.75', '0']","['156.75', '222.0', '1']",10
"['386.66666666666663', '149.33333333333331', '1']","['350.66666666666663', '135.33333333333331', '1']","['357.3333333333333', '172.0', '1']","['350.66666666666663', '113.33333333333333', '1']","['383.3333333333333', '191.33333333333331', '1']","['382.66666666666663', '134.0', '1']","['402.0', '173.33333333333331', '1']","['240.66666666666666', '124.0', '1']","['230.66666666666666', '160.66666666666666', '1']","['176.0', '96.0', '1']","['170.66666666666666', '119.33333333333333', '1']","['119.33333333333333', '148.66666666666666', '1']","['113.33333333333333', '178.0', '1']",10
"['410.25', '177.0', '1']","['0.75', '0.75', '0']","['396.75', '195.0', '1']","['384.75', '139.5', '1']","['405.75', '147.75', '1']","['0.75', '0.75', '0']","['420.75', '170.25', '1']","['298.5', '170.25', '1']","['294.75', '189.75', '1']","['213.0', '135.75', '1']","['215.25', '151.5', '1']","['159.0', '189.0', '1']","['159.75', '216.0', '1']",10
"['119.0', '189.26666666666665', '1']","['177.93333333333334', '200.6', '1']","['1.1333333333333333', '1.1333333333333333', '0']","['172.26666666666665', '141.66666666666666', '1']","['190.4', '116.73333333333333', '1']","['142.79999999999998', '162.06666666666666', '1']","['145.06666666666666', '156.4', '0']","['276.5333333333333', '192.66666666666666', '1']","['1.1333333333333333', '1.1333333333333333', '0']","['344.5333333333333', '120.13333333333333', '1']","['1.1333333333333333', '1.1333333333333333', '0']","['394.4', '201.73333333333332', '1']","['1.1333333333333333', '1.1333333333333333', '0']",10
